id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
8264062,Cheap apartment close to downtown,16010458,Johannes,,Vesterbro-Kongens Enghave,55.66582,12.55227,Entire home/apt,648,2,47,2019-01-03,0.87,1,0
8264479,Cozy and spacious apartment,43578938,Laura,,Indre By,55.68492,12.56546,Entire home/apt,751,2,18,2017-09-27,0.48,1,0
8267609,Spacious and cozy apartment with balcony,23327253,Emilie,,sterbro,55.70367,12.58389,Entire home/apt,903,3,15,2020-02-24,0.32,1,58
8268298,Elegant apartment w/ balcony by the lakes,43597024,Mads,,Nrrebro,55.68539,12.5608,Entire home/apt,1799,3,10,2019-06-24,0.23,1,4
8270455,Nice apartment on nice Oesterbro.,2690984,Rikke,,sterbro,55.70362,12.579,Entire home/apt,901,3,5,2017-09-18,0.10,1,0
8280542,Spacious villa apt w beautf balcony,34623238,Tine,,Amager Vest,55.65408,12.60968,Entire home/apt,751,3,4,2017-03-26,0.07,1,0
8280613,Central and charming location,43663349,Dorrit,,Amager st,55.66466,12.60064,Private room,550,2,101,2019-12-08,1.93,1,6
8281362,Cosy apartment in Copenhagen,43666739,Mathilde,,Nrrebro,55.70003,12.54316,Entire home/apt,409,1,2,2015-10-04,0.04,1,0
8282011,Amager strand,43493066,Gitte,,Amager st,55.66321,12.62927,Entire home/apt,600,3,2,2016-11-15,0.05,1,0
8285582,Wonderful apartment overlooking the Lakes.,43686363,Pia Mia Gruwier,,Indre By,55.69017,12.57007,Entire home/apt,1003,3,3,2016-10-12,0.07,1,0
8287293,"Lovely, Cozy, Quiet Apartment",43695419,Tilde,,sterbro,55.69959,12.58575,Entire home/apt,1351,2,43,2020-01-01,0.99,1,238
8287849,Cosy Apartment close to Chr. Havn.,1997231,Nikolai,,Indre By,55.68323,12.61407,Entire home/apt,703,2,1,2015-10-25,0.02,1,0
8289264,In the center of Vesterbro,39253632,Michael,,Vesterbro-Kongens Enghave,55.66908,12.55405,Entire home/apt,747,5,23,2020-01-03,0.54,1,22
8296363,Newly renovated apartment n. metro,43742859,Line,,Frederiksberg,55.68907,12.53881,Entire home/apt,498,4,10,2019-06-27,0.19,1,0
8301534,Nice apartment near the city center,43768883,Tascha Ravn,,Valby,55.65719,12.51835,Entire home/apt,450,1,0,,,1,0
8304283,3 room apartment in Copenhagen N,696638,Jacob,,Nrrebro,55.69409,12.54106,Entire home/apt,798,2,1,2015-10-25,0.02,1,0
8307262,Modern apt by Copenhagen's most popular beach,7423517,Tue,,Amager st,55.66439,12.62944,Entire home/apt,1201,3,0,,,1,0
8308481,3 story new house central in Copenhagen,1521844,David,,Indre By,55.68461,12.615,Entire home/apt,998,3,18,2020-01-03,0.41,1,57
8308510,Cozy apartment close to airport,43804722,Trine,,Amager st,55.66544,12.61428,Entire home/apt,444,3,2,2015-11-22,0.04,1,0
8314118,small but cosy loft apartment,16470216,Josephine,,Nrrebro,55.69214,12.56636,Entire home/apt,403,1,3,2015-12-29,0.06,1,0
8314954,Stor københavnerlejlighed med spa,43838212,Mia,,Nrrebro,55.70424,12.54743,Entire home/apt,498,1,8,2017-07-20,0.17,1,0
8316226,Cozy flat in central CPH and next to the Lakes,43788596,Annika,,Indre By,55.6919,12.57128,Entire home/apt,1202,3,13,2019-08-19,0.25,1,62
8317037,Luxury apartment in central CPH,1935408,Carl Claudia,,Indre By,55.68479,12.58871,Entire home/apt,978,6,9,2020-02-10,0.17,1,276
8319632,Heart of Copenhagen by the lakes,43858776,Anne,,sterbro,55.69221,12.5694,Entire home/apt,833,5,0,,,1,0
8320240,"COSY room, in small loving home",31327719,Signe,,Nrrebro,55.69215,12.54576,Private room,550,3,48,2019-08-25,0.88,3,58
8322422,Arpartment close to Train station,43872918,Nick,,Brnshj-Husum,55.71173,12.47005,Entire home/apt,403,3,4,2016-06-07,0.08,1,0
8322517,4 rooms in the heart of Copenhagen,43785008,Carina,,Amager Vest,55.66579,12.58036,Entire home/apt,1003,2,0,,,1,0
8323804,Frederiksberg - an oasis in Copenhagen,42881819,Stefan,,Frederiksberg,55.68552,12.52579,Entire home/apt,1897,3,1,2015-09-20,0.02,1,0
8324071,Wonderfull appartment on Vesterbro,38628145,Sissel Romme,,Vesterbro-Kongens Enghave,55.6692,12.55675,Entire home/apt,423,7,0,,,1,0
8330243,Cosy family and couple friendly 2 BR apartment,5597453,Britt,,Nrrebro,55.702,12.5439,Entire home/apt,550,1,8,2018-09-18,0.15,1,15
8331285,New penthouse apartment w/ terrace,43919234,Marianne,,sterbro,55.70801,12.58513,Entire home/apt,1107,5,8,2018-06-11,0.17,1,364
8333254,Bright flat near beach and metro,3670381,Rikke,,Amager st,55.66262,12.61294,Entire home/apt,553,3,15,2018-09-11,0.28,1,0
8335658,NewYorker lejlighed m stor privat terrasse,9684492,Stinne,,Bispebjerg,55.70001,12.52838,Entire home/apt,1202,3,21,2019-09-16,0.45,1,60
8336597,"Cozy, light apartment in Copenhagen",43937972,Laura,,Vesterbro-Kongens Enghave,55.6659,12.55042,Entire home/apt,648,1,29,2019-06-18,0.54,1,0
8340086,182 sqm penthouse in the citycenter,21842126,Hannah,,Frederiksberg,55.68363,12.54902,Entire home/apt,798,4,1,2016-07-26,0.02,1,0
8340212,Spacious apartment close to city center,43962006,Karina,,Indre By,55.68718,12.61593,Entire home/apt,600,3,19,2018-08-12,0.41,1,0
8340706,Charming apartment in downtown cph,43964552,Kristine,,Indre By,55.68646,12.58767,Entire home/apt,710,1,5,2015-11-25,0.09,1,0
8341119,Cozy room with good bus connection,15566610,Mark,,Nrrebro,55.70241,12.55164,Private room,259,3,5,2016-02-09,0.09,2,0
8344376,Nice roomy apartment near s-train.,43984227,Thøger,,Valby,55.65304,12.51653,Entire home/apt,389,5,1,2015-10-17,0.02,1,0
8344720,Bright apartment in Frederiksberg,22361468,Maria  Nygaard,,Frederiksberg,55.67059,12.52994,Entire home/apt,450,2,9,2016-08-20,0.17,1,0
8348930,"Central, spacious, perfect :-)",44006222,Mark,,Vesterbro-Kongens Enghave,55.66493,12.55521,Entire home/apt,566,3,0,,,1,0
8348987,Cosy and unique apartment I cph,30789475,Lukas,,Bispebjerg,55.71557,12.53519,Entire home/apt,1003,7,0,,,1,0
8350153,Great place in heart of Vesterbro - very nice bed,4910603,Mikkel,,Vesterbro-Kongens Enghave,55.66603,12.55003,Entire home/apt,598,3,45,2019-08-03,0.97,1,27
8350989,"Family home close to the beach, city and airport",13184064,Mikkel,,Amager st,55.65122,12.63127,Entire home/apt,1290,10,0,,,1,0
8351895,Bright and cozy 4 room apt. with private rooftop.,3953910,Sarah,,Frederiksberg,55.68448,12.55174,Entire home/apt,1100,2,12,2019-08-23,0.26,1,207
8357491,NICE ROOM IN CENTRAL VESTERBRO,6165610,Sabina,,Vesterbro-Kongens Enghave,55.66849,12.55077,Private room,450,1,72,2018-12-21,1.58,1,0
8359441,Cozy 1 bedroom flat in Copenhagen,44061959,Majse Buch Stricker,,Bispebjerg,55.70792,12.53745,Entire home/apt,450,1,3,2017-05-27,0.06,1,0
8360283,"Lakeview - big, bright and central",610974,Camille,,Indre By,55.68441,12.5638,Entire home/apt,1202,4,16,2019-11-11,0.32,1,40
8360730,Lejlighed på skønne Frederiksberg,44067900,Maja,,Frederiksberg,55.68895,12.51976,Entire home/apt,600,1,1,2015-10-05,0.02,1,0
8360805,Cosy flat in central Copenhagen,24439452,Frej,,Vesterbro-Kongens Enghave,55.66825,12.55142,Entire home/apt,498,1,1,2015-09-22,0.02,1,0
8361766,Childrenfriendly apartment in Cph,44072703,Catrine,,Vesterbro-Kongens Enghave,55.6511,12.54887,Entire home/apt,403,7,0,,,1,0
8365463,Light & modern - perfect location,3347077,Janne,,Vesterbro-Kongens Enghave,55.67143,12.54925,Entire home/apt,699,4,63,2020-01-25,1.16,1,99
8366179,Heart of Copenhagen,7726305,Nina,,Indre By,55.68464,12.5766,Entire home/apt,1201,4,0,,,1,0
8366383,"Harbour view, on Islands Brygge",20313217,Rikke,,Amager Vest,55.65925,12.57088,Entire home/apt,747,3,21,2018-11-20,0.45,1,1
8367907,Stor lys lejlighed ved søerne,44089998,Gry,,Nrrebro,55.68446,12.55881,Entire home/apt,901,4,0,,,1,0
8368499,"Perfect for Couples & Families, Vesterbro",43985934,Carina,,Vesterbro-Kongens Enghave,55.66509,12.54564,Entire home/apt,1099,3,34,2019-10-01,0.72,1,0
8368550,Cosy urbanfarming room,38110462,Jacob,,Vanlse,55.6936,12.49833,Private room,252,5,10,2017-01-31,0.19,2,0
8368828,Room with own balcony,37539528,Christian,,Nrrebro,55.69187,12.55119,Private room,498,2,66,2019-04-30,1.23,2,0
8369073,"CENTRAL, BRIGHT AND CHARMING PLACE",44108146,Mathias,,sterbro,55.70772,12.58897,Entire home/apt,498,1,4,2016-05-09,0.07,1,0
8369568,"Light,  renovated & central, 10 min to CPH Centrum",33930094,Thomas,,Frederiksberg,55.68068,12.52113,Entire home/apt,450,3,20,2018-08-27,0.49,1,0
8375630,Home away from home,44143178,Tom,,Amager Vest,55.66394,12.58144,Entire home/apt,600,3,0,,,1,0
8375728,Cosy & family friendly & sunny balcony,4583913,Solvejg,,Nrrebro,55.69085,12.5588,Entire home/apt,998,3,19,2019-08-09,0.37,1,8
8376434,"Central located apartment at Vesterbro, Copenhagen",13863278,Cecilie,,Vesterbro-Kongens Enghave,55.671,12.54641,Entire home/apt,498,2,3,2018-07-27,0.14,1,0
8376864,Room with Balcony in Bright & Central Apartment,13131248,Christa Waldorff,,Frederiksberg,55.67342,12.53895,Private room,498,1,3,2019-06-22,0.06,6,0
8377554,Appartment on Amager -next to metro,43319183,Stine,,Amager st,55.66173,12.61572,Entire home/apt,484,5,1,2016-01-02,0.02,1,0
8377945,House in quiet neighborhood close to Copehagen,15431252,Mette,,Brnshj-Husum,55.71955,12.50675,Entire home/apt,969,5,2,2016-07-31,0.05,1,0
8378577,Cozy and light apartment in Central Vesterbro,23936168,Marie,,Vesterbro-Kongens Enghave,55.66612,12.54728,Entire home/apt,587,4,26,2019-12-30,0.48,2,3
8382056,Hyggelig og central lejlighed på Christianshavn,8743687,Mads Hyldahl,,Indre By,55.67131,12.58925,Entire home/apt,679,3,9,2018-06-11,0.17,1,58
8385873,Minimal 2 bedroom apart in hip area,35352857,Troels,,Vesterbro-Kongens Enghave,55.66268,12.53813,Entire home/apt,498,2,2,2015-11-23,0.04,1,0
8386496,Modern apartment on Frederiksberg,42900314,Anne,,Frederiksberg,55.68925,12.53513,Entire home/apt,553,2,12,2018-06-20,0.22,1,0
8387047,Cosy home in vibrant area,44194372,Pia & Åge,,Frederiksberg,55.67092,12.53749,Entire home/apt,998,5,69,2020-02-09,1.32,1,10
8387878,Tæt på centrum og Metro station.,11104536,Otto,,Amager Vest,55.65911,12.59065,Entire home/apt,600,4,0,,,2,0
8393714,350sqm Large Charming Apartment,44228158,Marius,,Indre By,55.69458,12.59108,Entire home/apt,2648,1,0,,,1,0
8395049,Cosy room close to the lakes,29735064,Marie Jeanne,,Indre By,55.69627,12.58373,Private room,334,2,15,2018-08-24,0.32,1,0
8395457,New reconditioned apartment in CPH,44235590,Emilie,,Frederiksberg,55.67877,12.50752,Entire home/apt,901,1,2,2016-01-01,0.04,1,0
8396926,Peaceful location close to everything!,18128499,Helene & Chris,,Frederiksberg,55.67127,12.53188,Entire home/apt,998,2,1,2019-12-28,0.47,1,84
8398889,"Beautiful design home, central CPH",1443494,Victor,,Indre By,55.67668,12.58993,Entire home/apt,998,4,45,2019-08-07,0.83,1,251
8399427,Centric and artistic cozy room,42669584,Maia,,Indre By,55.69013,12.57227,Private room,550,1,55,2019-07-21,1.02,2,181
8401104,Charming flat in lively Vesterbro!,3049400,Mads,,Vesterbro-Kongens Enghave,55.66849,12.54304,Entire home/apt,573,5,6,2018-08-05,0.11,1,0
8401956,Private house in funky central Nørrebro,10552706,Rune,,Nrrebro,55.68634,12.56149,Entire home/apt,985,2,24,2019-10-09,0.53,1,154
8404655,2 Bedroom apartment in CopenhagenSV,44275980,Henrik,,Vesterbro-Kongens Enghave,55.65839,12.5386,Entire home/apt,450,5,4,2018-08-26,0.08,1,0
8406050,Cozy apartment close to Vesterbro,18160461,Liv,,Vesterbro-Kongens Enghave,55.6575,12.53928,Entire home/apt,498,3,5,2016-05-15,0.09,1,0
8413983,In the very heart of old Copenhagen,3384117,Jakob,,Indre By,55.67852,12.57951,Entire home/apt,880,3,11,2018-02-04,0.21,1,0
8415672,Cosy and newly renovated apartment with balcony!,34741434,Caroline,,Frederiksberg,55.68578,12.53664,Entire home/apt,696,3,24,2019-10-17,0.46,1,0
8415681,Copenhagen loft,9537780,Rasmus,,Indre By,55.68405,12.56858,Entire home/apt,1052,1,37,2019-11-25,0.72,1,261
8417993,Cozy apartment with large bathroom,44337962,Nina,,Bispebjerg,55.70082,12.53051,Entire home/apt,450,1,3,2016-07-09,0.07,1,0
8418105,Cosy house close to Citycenter,44325082,Joen,,Amager Vest,55.64676,12.58925,Entire home/apt,798,5,1,2017-01-02,0.03,1,0
8419089,Cozy and Affordable Room in the VERY center of CPH,11955794,Marco,,Indre By,55.68283,12.57234,Private room,272,2,60,2019-12-23,1.12,2,4
8422453,BRIGHT AND CHARMING - WITH BALCONY,12177258,Camilla,,Nrrebro,55.69287,12.54366,Entire home/apt,676,3,4,2016-05-08,0.07,1,0
8423881,Double room in heart of Frederiksberg,26425969,Marialucia And Alex,,Frederiksberg,55.68654,12.53147,Private room,1202,1,7,2019-11-16,0.14,1,0
8424185,Big and Cozy Studio next to the Metro,9907590,Suvi,,Frederiksberg,55.67914,12.52735,Entire home/apt,525,2,11,2018-08-05,0.20,1,0
8425971,Copenhagen - Kbh. NV - Utterslev,40670347,Rikke,,Brnshj-Husum,55.71136,12.50744,Entire home/apt,901,5,0,,,1,0
8432170,Cozy room in Copenhagen N,44401038,Cathrine,,Nrrebro,55.69912,12.53838,Private room,300,2,12,2016-08-22,0.23,1,0
8432241,"Big room, with a big double-bed",3669470,Albert,,Nrrebro,55.68908,12.56165,Entire home/apt,747,2,7,2019-06-20,0.38,1,171
8435376,"Københavner-lejlighed på populære, skønne Nørrebro",44415600,Nina,,Nrrebro,55.6979,12.54126,Entire home/apt,471,1,1,2018-11-26,0.07,1,0
8437007,Unique flat in the heart of CPH,30592030,Axel,,Indre By,55.67819,12.56948,Entire home/apt,2098,3,52,2019-06-24,0.97,1,144
8439856,Cosy apartment near park and lakes,44436578,Sanne,,sterbro,55.7067,12.58184,Entire home/apt,450,1,2,2015-10-25,0.04,1,0
8440274,"Cityhouse, center of Frederiksberg",16679881,Daniel,,Frederiksberg,55.68802,12.52151,Entire home/apt,798,5,3,2018-07-14,0.06,1,0
8441787,Large 3 room apt in Frederiksberg,44445965,Sune,,Frederiksberg,55.68334,12.53535,Entire home/apt,553,5,0,,,1,0
8443492,Cozy apartment in heart of Nørrebro,7069431,Ditte Schou,,Nrrebro,55.69141,12.56285,Entire home/apt,505,3,7,2017-08-27,0.15,1,0
8443508,Rooftop apartment in Copenhagen N,1141638,Kaave,,Nrrebro,55.68826,12.55415,Entire home/apt,798,2,7,2019-10-05,0.14,1,0
8447441,Cosy apartment with a nice location,44102211,Mads Friis,,Frederiksberg,55.67953,12.54724,Entire home/apt,853,5,29,2019-08-20,0.56,1,0
8447815,"Light, quiet apartment in trendy neighbourhood.",34207529,Bettina Vernimmen,,Nrrebro,55.69828,12.55463,Entire home/apt,423,4,1,2017-08-21,0.03,1,0
8449154,Cozy apartment in central CPH,44480712,Nicole,,Indre By,55.67619,12.5975,Entire home/apt,853,2,21,2018-07-26,0.41,1,0
8449248,Charming apartment in a nice area,44477585,Steffen,,Frederiksberg,55.69061,12.53508,Entire home/apt,498,4,0,,,1,0
8451727,Central apartment in Copenhagen,25736847,Naasu Maria,,Indre By,55.69148,12.57655,Entire home/apt,648,2,7,2016-10-23,0.13,2,0
8453185,Hyggelig familielejlighed,6819870,Vibe,,Nrrebro,55.7048,12.55521,Entire home/apt,553,4,4,2017-06-09,0.08,1,0
8453242,2-bedroom with private garden,16557662,Kathrine,,Bispebjerg,55.69999,12.52797,Entire home/apt,450,3,8,2019-06-22,0.15,1,0
8454759,I byens perle,7225526,Annie,,Indre By,55.68495,12.58435,Entire home/apt,998,3,21,2019-09-16,1.01,1,177
8456774,Cosy Rooftop apartment,44514635,Signe,,Nrrebro,55.68771,12.56212,Entire home/apt,778,2,7,2016-07-11,0.13,1,0
8463494,Lækker lejlighed tæt på centrum,35052036,Sørine,,Frederiksberg,55.67961,12.55396,Entire home/apt,710,4,0,,,1,0
8463755,Hyggeligt værelse på Østerbro.,18366368,Ina,,sterbro,55.7067,12.56034,Private room,251,3,80,2020-02-01,1.49,1,205
8464754,Bohemian cozy room in the center,42669584,Maia,,Indre By,55.68854,12.57292,Private room,550,3,90,2019-09-01,1.68,2,26
8466359,Vesterbro 71m2 top floor appartment,43185891,Asbjørn Hangaard,,Vesterbro-Kongens Enghave,55.66939,12.54485,Entire home/apt,553,1,0,,,1,0
8466516,Nørrebro's hippest street - Cosy & spacious apt,43997480,Sidsel,,Nrrebro,55.69006,12.55994,Entire home/apt,955,3,14,2019-09-14,0.26,1,0
8468123,"Apartment, in cool neighborhood",28566438,Joakim,,Nrrebro,55.69033,12.54415,Entire home/apt,699,6,0,,,1,87
8468334,"CLOSE TO METRO, BEACH & CITY CENTRE",10926679,Sofie,,Amager st,55.66524,12.61591,Entire home/apt,553,3,44,2019-02-02,0.85,1,0
8468491,2 room/71 m2 apt. - spacious/bright,43500130,Louise,,Frederiksberg,55.68048,12.50783,Entire home/apt,689,2,0,,,1,0
8476296,Charming 3-room apartment,44638189,Mina,,Nrrebro,55.70077,12.54027,Entire home/apt,600,2,1,2015-10-01,0.02,1,0
8476815,"Waterfront, 2 bikes, sunny balcony",4304933,Anne & Lasse,,Vesterbro-Kongens Enghave,55.65085,12.54607,Entire home/apt,798,2,3,2016-05-16,0.06,1,0
8476938,Long term rental in Carlsberg Area.,24039135,Sara,,Valby,55.6645,12.52203,Entire home/apt,618,120,0,,,1,358
8478569,"Welcoming, roomy and well connected",44647597,Signe,,Bispebjerg,55.70278,12.52843,Entire home/apt,553,3,0,,,1,0
8480010,2 rooms apartment in Copenhagen,40405794,Anders,,Amager Vest,55.66171,12.57365,Entire home/apt,751,2,0,,,1,0
8480225,Nyistandsat lys Ama'r lejlighed,44662131,Tanja,,Amager st,55.66253,12.60669,Entire home/apt,450,1,0,,,1,0
8480377,Cosy apartment in Copenhagen,36982232,Cecilie,,Amager st,55.65305,12.61263,Entire home/apt,798,1,1,2017-08-27,0.03,1,0
8480929,Perfect to explore the city,36770936,Alexandra,,Indre By,55.69124,12.57238,Entire home/apt,710,3,5,2016-10-16,0.09,1,0
8480932,"70m2 apartment, central Vesterbro",12965754,Line,,Vesterbro-Kongens Enghave,55.67217,12.54605,Entire home/apt,498,3,8,2016-05-07,0.15,1,0
8481311,Nice apartment near Copenhagen,44494599,Sussane,,Vanlse,55.68012,12.48835,Entire home/apt,403,2,2,2016-02-26,0.04,1,0
8481767,Next to her majesty the Quenn,44670502,Peter,,Indre By,55.68828,12.59164,Entire home/apt,600,1,1,2016-06-04,0.02,1,0
8482133,Charming house close to the city,8871132,Karen,,Bispebjerg,55.71526,12.51971,Entire home/apt,648,2,0,,,1,0
8483939,Central cosy and spacious apartment,44681374,Jeppe Joel,,Vesterbro-Kongens Enghave,55.67024,12.55547,Entire home/apt,901,5,3,2016-10-23,0.06,1,0
8483978,Sunny 85 sqm 2BR flat + balcony,2895150,Morten,,Nrrebro,55.69999,12.53933,Entire home/apt,710,3,3,2015-11-24,0.06,2,0
8485550,Central cosy room,11062327,Nathalie,,Amager st,55.66335,12.60291,Private room,212,2,0,,,1,0
8493710,Lovely townhouse in Valby,16179815,Line,,Valby,55.65639,12.50947,Entire home/apt,903,3,25,2020-01-02,0.46,1,12
8494250,Large&Cosy room in the heart of CPH,39783682,Irene,,Indre By,55.68283,12.57092,Private room,184,40,10,2017-02-06,0.19,1,0
8495059,Særligt charmerende lejlighed,44735573,Anna,,Nrrebro,55.68505,12.55738,Entire home/apt,901,2,11,2016-08-29,0.21,1,0
8496624,Bright and quiet apartment by metro,11841209,Sara,,Vanlse,55.69127,12.48596,Entire home/apt,450,3,7,2016-07-02,0.15,1,0
8498082,"Charming, bright apartment in cosy Islands Brygge",17259526,Andrea,,Amager Vest,55.66074,12.56978,Entire home/apt,998,5,19,2020-01-02,0.36,1,16
8498652,Cute apartment in charming area,27249827,Helene,,Nrrebro,55.69125,12.54595,Entire home/apt,631,2,35,2019-11-25,0.66,1,2
8501025,1 room in a cozy apartment close to the center,44764531,Emil,,Bispebjerg,55.70838,12.51903,Private room,484,1,4,2017-04-02,0.11,1,0
8501658,Private bedroom in cosy Nørrebro with bikes,8317767,Niels,,Nrrebro,55.69767,12.53743,Private room,375,14,26,2019-01-02,0.49,4,0
8502014,Design apartment with sunny Garden,44769406,Michel,,Frederiksberg,55.68544,12.52915,Entire home/apt,498,3,17,2017-10-17,0.36,1,0
8502026,dfslkfsdflks,10870714,Sarah,,Vanlse,55.69176,12.51065,Shared room,409,3,0,,,1,0
8502657,Lovely flat in the heart of CPH,44772769,Nasser H.,,Indre By,55.68298,12.58318,Entire home/apt,720,2,11,2019-07-24,0.21,3,177
8508483,Bedste beliggenhed i Valby,44805333,Dennis,,Valby,55.66599,12.51873,Entire home/apt,798,1,0,,,1,0
8508738,Central apartment with balcony,13841507,Jakob,,sterbro,55.69707,12.58066,Entire home/apt,1201,4,22,2017-08-27,0.41,1,0
8510040,Spacius apartment in cool area,44812043,Linea & Mikkel,,Nrrebro,55.68805,12.54155,Entire home/apt,703,3,8,2018-04-09,0.18,1,0
8511587,Cozy apartment in vibrant Nørrebro,3468622,Emil Krabbe,,Nrrebro,55.69936,12.54396,Entire home/apt,423,4,2,2018-01-31,0.04,1,0
8512706,Sunny appartment with balcony,44825682,Kasper,,Amager Vest,55.66581,12.57659,Entire home/apt,751,3,19,2017-07-06,0.36,1,0
8515624,Private room in 85 sqm flat,2895150,Morten,,Nrrebro,55.69973,12.53864,Private room,300,3,8,2016-02-09,0.15,2,0
8516440,Great location with balcony,21087442,Maren,,sterbro,55.70572,12.58156,Entire home/apt,598,4,10,2019-10-14,0.19,1,139
8517513,Spacious apartment with water view,16573163,Aisma,,Vesterbro-Kongens Enghave,55.64686,12.5484,Entire home/apt,1501,10,0,,,1,0
8517937,Apartment with easy transportation to city center,44850451,Dea,,Bispebjerg,55.70889,12.53888,Entire home/apt,355,2,2,2016-07-23,0.05,1,0
8518289,Room near the center of Copenhagen,37603775,Vibeke,,Nrrebro,55.69668,12.54147,Private room,502,2,58,2020-02-01,1.08,1,190
8518989,Copenhagen City best location.,44837242,Henrik,,Indre By,55.67929,12.57265,Entire home/apt,1099,2,64,2017-11-05,1.19,1,0
8526758,"Homely atmosphere, ideal location",44898485,Cæcilie,,Nrrebro,55.68609,12.5539,Entire home/apt,498,4,17,2017-10-21,0.32,1,0
8527763,Cosy Family Apartment up to 6,44902712,Jacques,,Frederiksberg,55.67424,12.54188,Entire home/apt,1119,5,2,2016-08-15,0.05,1,0
8528399,Single furnished room in Nørrebro.,44906102,Frederik,,Nrrebro,55.68663,12.54999,Private room,328,6,0,,,1,0
8528909,"Nice, cozy good location apartment",44908283,Rikke,,Amager st,55.66068,12.62231,Entire home/apt,607,1,64,2020-02-02,1.45,1,0
8530285,Amazing penthouse with private bath,691865,Wing And Jimi,,Amager st,55.64523,12.6184,Private room,435,3,82,2020-01-09,1.72,2,78
8531022,Very central and cozy appartment,3829987,Lau,,Indre By,55.68657,12.58641,Entire home/apt,798,3,0,,,1,0
8534460,Enjoyable apartment in Central CPH,44930529,Alma,,sterbro,55.69937,12.58474,Entire home/apt,703,3,5,2016-07-07,0.10,1,0
8534880,Light and cozy apartment in central Cph. V.,7160273,Frederik,,Vesterbro-Kongens Enghave,55.67037,12.5535,Entire home/apt,751,4,11,2018-05-17,0.28,1,0
8535762,Cheap Cozy Room - Nørrebro,24335026,Frederik,,Nrrebro,55.68243,12.55595,Private room,348,3,0,,,1,0
8538083,Lovely place in the middle of CPH,44949673,Rebecca,,Vesterbro-Kongens Enghave,55.66978,12.54647,Entire home/apt,901,1,19,2019-08-25,0.35,1,0
8543284,Copenhagen lovely appartment,17321642,Tenna,,Amager st,55.64694,12.61592,Entire home/apt,532,3,2,2016-05-03,0.04,1,0
8543557,Cosy apartment in Nørrebro with terrace,22006737,Livia,,Nrrebro,55.70804,12.55038,Entire home/apt,553,6,4,2018-12-10,0.15,1,0
8543707,2 rooms appartment in Valby,44978610,Freja,,Valby,55.66651,12.51116,Entire home/apt,246,1,2,2017-11-24,0.07,1,0
8546667,3 rooms with a balcony,17546106,Helge,,Nrrebro,55.69847,12.54798,Entire home/apt,682,2,22,2018-09-24,0.48,1,0
8548830,57 sq.m. in central Copenhagen.,18873466,Kasper,,Vesterbro-Kongens Enghave,55.66508,12.55769,Entire home/apt,717,3,73,2020-02-24,1.36,1,0
8550637,Central apt. in trendy Nørrebro,13954919,Jessica,,Nrrebro,55.6931,12.53994,Entire home/apt,498,1,16,2017-10-20,0.31,1,0
8551385,Romantik in centrum of Copenhagen,45013832,Frederik,,Indre By,55.68938,12.58502,Private room,2003,1,0,,,1,365
8551496,Center Apartment,45014011,Kim,,sterbro,55.70217,12.57627,Private room,300,1,1,2015-10-13,0.02,1,0
8559891,Lys herskabslejlighed i midtbyen,42844395,Jørgen Riis,,Frederiksberg,55.6928,12.53358,Entire home/apt,805,5,3,2017-01-04,0.06,1,0
8560493,Modern apartment in Copenhagen.,44004799,Christoffer,,Nrrebro,55.70058,12.53922,Entire home/apt,423,10,3,2019-01-01,0.06,1,0
8562303,"Spacious, clean and bright room4two",2247358,Tine,,Vesterbro-Kongens Enghave,55.66811,12.54733,Private room,672,2,30,2017-08-29,0.57,2,364
8563235,"Lovely, spacious flat - perfect location",32132272,Kristina,,sterbro,55.70129,12.57982,Entire home/apt,989,3,13,2019-07-28,0.28,1,0
8563559,Cozy room in the heart of Copenhagen.,10887109,Anne,,Indre By,55.6791,12.57563,Private room,577,2,141,2020-01-04,2.64,1,308
8566861,Lys og charmerende lejlighed nær metro,9798830,Birgit Lund,,Frederiksberg,55.69058,12.52965,Entire home/apt,951,2,27,2019-10-28,2.45,1,58
8569013,Gorgeous flat with large balcony,6553366,Janne,,Vesterbro-Kongens Enghave,55.66506,12.55348,Entire home/apt,1052,2,5,2016-08-21,0.09,1,317
8572616,Modern funky apt. with garden,45118537,Marie,,Amager st,55.66012,12.61013,Entire home/apt,951,4,9,2018-10-10,0.17,1,12
8572916,Just around the corner,8004584,Anita,,Frederiksberg,55.68086,12.54797,Entire home/apt,676,3,1,2015-11-03,0.02,1,0
8573304,Cozy room in Copenhagen,34288844,Eglė,,Vanlse,55.69421,12.48936,Private room,280,1,4,2017-07-18,0.10,1,0
8573371,København v. metro og Israels plads,45121974,Mads,,Indre By,55.68325,12.5677,Entire home/apt,1983,3,16,2019-06-24,0.32,1,353
8575214,Charming Nørrebro + balcony,45130851,Caroline,,Nrrebro,55.69129,12.54663,Entire home/apt,652,2,15,2018-06-03,0.28,1,59
8576361,Apartment in hip Nørrebro,45136700,Michael,,Nrrebro,55.70173,12.54346,Entire home/apt,403,4,0,,,1,0
8578484,"Huge (240 sqm2), designer interior in city center",2806924,Into This Place,,Indre By,55.67854,12.57635,Entire home/apt,3999,1,132,2020-02-14,2.45,12,311
8581149,2v lejlighed på Frederiksberg,45161267,Michael,,Frederiksberg,55.68884,12.53805,Entire home/apt,403,1,2,2015-10-20,0.04,1,0
