id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
6983,Copenhagen 'N Livin',16774,Simon,,Nrrebro,55.68798,12.54571,Private room,373,2,168,2019-07-19,1.32,1,0
26057,Lovely house - most attractive area,109777,Kari,,Indre By,55.69163,12.57459,Entire home/apt,2397,3,50,2019-12-14,0.66,1,333
26473,City Centre Townhouse Sleeps 1-12 persons,112210,Oliver,,Indre By,55.6759,12.57698,Entire home/apt,3103,3,292,2020-02-21,2.56,2,81
29118,Best Location in Cool Istedgade,125230,Nana,,Vesterbro-Kongens Enghave,55.67069,12.5543,Entire home/apt,801,7,22,2019-08-02,0.19,1,26
29618,Artsy and familyfriendly home in lovely Copenhagen,127577,Simon And Anna,,sterbro,55.69375,12.56945,Entire home/apt,862,7,90,2017-06-03,0.77,1,0
31094,"Very central and cozy, new kitchen",129976,Ebbe,,Vesterbro-Kongens Enghave,55.66744,12.55516,Entire home/apt,747,2,17,2017-08-25,0.15,1,0
32379,1668 ft2 artist flat on Vesterbro,140105,Lise,,Vesterbro-Kongens Enghave,55.67297,12.55327,Entire home/apt,1086,3,73,2019-08-17,0.63,2,38
32841,Cozy flat for Adults/Quiet for kids,142143,Anders & Maria,,sterbro,55.71158,12.56879,Entire home/apt,591,6,7,2016-09-15,0.06,1,70
37159,Unique space on greatest location,160390,Jeanette,,Indre By,55.68572,12.56749,Entire home/apt,1786,5,11,2017-08-22,0.09,1,364
38524,Copenhagen studio in Frederiksberg,165326,Annemette,,Frederiksberg,55.67628,12.53801,Entire home/apt,747,30,16,2019-08-09,0.15,2,181
49122,Private room for 2 in Central CPH,217651,Sara,,Indre By,55.68946,12.57088,Private room,353,1,184,2019-12-08,1.62,1,0
53776,Cozy 2-room apartment in trendy Vesterbro,246676,Ida,,Vesterbro-Kongens Enghave,55.66861,12.5521,Entire home/apt,679,3,9,2019-07-18,0.11,1,0
55465, Cosy and Central  - Apartment,261977,Morten,,Nrrebro,55.68363,12.55572,Entire home/apt,577,5,74,2020-02-18,0.65,1,11
60048,"Modern, Cosy & Central - Vesterbro!",288615,Oliver,,Vesterbro-Kongens Enghave,55.66782,12.54843,Entire home/apt,917,3,67,2019-08-20,0.60,1,364
65902,10 min. from city centre on bike,322300,Sjelle,,Nrrebro,55.70491,12.55331,Private room,448,2,92,2020-01-01,0.86,1,89
71168,beautiful penthouse with rooftop ,141625,Pernille & Frederik,,Frederiksberg,55.67939,12.55055,Entire home/apt,1215,4,7,2015-05-10,0.09,1,0
75158,Cozy Apartment on Vesterbro,299149,Sarwat,,Vesterbro-Kongens Enghave,55.66863,12.55255,Entire home/apt,652,3,44,2017-07-29,0.41,1,0
78381,IN THE HEART OF CPH,420914,Cathrine,,Indre By,55.6839,12.56727,Entire home/apt,1236,4,102,2019-12-14,0.96,1,315
80592,Baby friendly Nørrebro,205005,Kave,,Nrrebro,55.69866,12.538,Entire home/apt,801,9,14,2017-11-04,0.34,1,0
96080,Penthouse apartment 126 m2 - great with kids,510632,Rasmus,,sterbro,55.70568,12.58685,Entire home/apt,951,3,35,2020-01-03,0.32,1,0
112292,Copenhagen Exclusive,573172,Christoffer,,Frederiksberg,55.68068,12.54581,Entire home/apt,1494,6,30,2019-08-07,0.29,1,67
113508,Penthouse by the lakes - Copenhagen,577366,Ronnie,,Frederiksberg,55.67757,12.55608,Entire home/apt,1501,2,7,2020-02-07,0.07,2,223
118649,Charming Center of Copenhagen,599145,Iben Ammentorp,,Indre By,55.68409,12.5629,Entire home/apt,1840,2,41,2019-12-30,0.39,1,29
118971,Child friendly in hip area,600859,Jonas,,Nrrebro,55.69132,12.5575,Entire home/apt,1949,4,24,2019-09-10,0.23,1,351
119322,"Urban, cultural & child-friendly",602647,Michael,,Indre By,55.68893,12.56633,Entire home/apt,1344,3,14,2019-11-25,0.13,1,352
130130,"2 bdr, super central sunny, balcony",641191,Timothy,,Vesterbro-Kongens Enghave,55.67059,12.55468,Entire home/apt,822,1,47,2020-01-01,0.45,1,110
135777,Boheme,665428,Sofie,,Nrrebro,55.69378,12.54204,Entire home/apt,747,3,6,2016-02-15,0.06,1,0
142599,Lovely room in central Copenhagen,692479,Gunhild B.,,Vesterbro-Kongens Enghave,55.66476,12.54449,Private room,502,2,95,2019-08-11,0.90,1,62
143230,Family home by Christianshavn Canal,695079,Ilang & Marika,,Indre By,55.67328,12.59116,Entire home/apt,1711,2,82,2019-12-02,0.87,1,184
150592,Lovely Nørrebro 2/3r w/balcony,725607,Sofie And Mads,,Bispebjerg,55.69973,12.5367,Entire home/apt,448,3,15,2017-08-06,0.16,3,0
150699,Airy two room apt. in Cph near metro and beach,725916,Marie,,Amager st,55.66252,12.61507,Entire home/apt,502,2,61,2019-10-21,1.71,1,0
154529,Beautiful Frederiksberg,743327,Cecilie,,Frederiksberg,55.68765,12.53291,Entire home/apt,550,6,10,2020-02-09,0.48,1,266
155068,Cozy apartment on Vesterbro- Copenhagen,745804,Harald,,Vesterbro-Kongens Enghave,55.66723,12.54547,Entire home/apt,319,4,49,2020-01-03,0.47,2,2
157093,Rooftop app. in cozy nørrebro area,754626,Sigrid,,Nrrebro,55.69003,12.54109,Entire home/apt,883,3,36,2020-01-01,0.51,1,0
158241,Cozy apartment i Copenhagen,759451,Martin Grønberg,,Vesterbro-Kongens Enghave,55.66395,12.54902,Entire home/apt,998,3,45,2019-12-21,1.03,1,253
161208,unique apt. in copenhagen,726203,Birgitte,,Nrrebro,55.69842,12.5506,Entire home/apt,577,6,97,2020-01-14,0.93,1,63
161543,"Fantastic 70m2 flat, Central Cph.",766319,Allan Evald,,Indre By,55.68068,12.56572,Entire home/apt,598,3,10,2017-02-28,0.10,1,0
171546,Great apartment in Copenhagen,818458,Ditte,,Vesterbro-Kongens Enghave,55.67003,12.54896,Entire home/apt,713,5,54,2020-02-02,0.76,1,309
173032,Familierum i Newyorker lejlighed,826011,Kirsten,,Vesterbro-Kongens Enghave,55.66479,12.5453,Private room,448,7,1,2015-07-20,0.02,3,234
176963,Private and cosy near city centre!,846204,Vogelkop,,Vesterbro-Kongens Enghave,55.66933,12.54838,Private room,998,2,358,2020-02-21,3.45,3,307
177321,Updated Urban Boho-Chic Apartment,150042,Natashja,,Nrrebro,55.70001,12.54819,Entire home/apt,1195,3,108,2019-11-29,1.04,2,0
178888,"Beautiful apartment, Christianshavn",856422,Arlette,,Indre By,55.67055,12.59397,Entire home/apt,1501,4,10,2017-08-28,0.13,1,89
179543,Spacious and light with balcony,859797,Cathrine,,Amager st,55.65652,12.61037,Entire home/apt,801,3,28,2019-08-20,0.41,1,8
186454,Artistic & colourful  apartment.,896083,Cathrine,,Vesterbro-Kongens Enghave,55.67023,12.54808,Private room,469,1,183,2020-02-03,1.76,1,295
188557,Charming balcony apt. lake view,908343,Martin,,Indre By,55.68377,12.56302,Entire home/apt,998,2,30,2018-04-07,0.29,1,0
194022,Penthouse in central CPH,941790,Morten,,Nrrebro,55.69032,12.56167,Entire home/apt,1833,3,131,2019-12-01,1.26,1,308
198448,Penthouse overlooking the harbor,968571,Stefan,,Indre By,55.6821,12.59445,Entire home/apt,1249,5,71,2019-10-08,0.71,1,345
199281,My Kingdom - ARTGALLERY,973239,Niller &,,Nrrebro,55.69044,12.56129,Entire home/apt,1501,1,51,2016-09-18,0.49,3,0
202142,"Two floors, Cph. central station ",988914,Erik,,Vesterbro-Kongens Enghave,55.66886,12.55591,Entire home/apt,978,7,2,2018-10-20,0.06,1,0
206861,Lovely spacious apartment with balcony,999404,Sidsel,,Nrrebro,55.69218,12.5675,Entire home/apt,679,3,51,2020-01-02,0.50,1,0
218854,Cool rooftop apartment by the lakes,168254,Kristina,,Nrrebro,55.68955,12.56124,Entire home/apt,740,2,20,2019-11-04,0.20,1,223
222915,Cozy apartment all to yourself,1157622,Carl Johan,,Indre By,55.68058,12.57477,Entire home/apt,951,3,92,2016-07-12,0.91,1,0
231411,Overlooking the roofs of Copenhagen,1210000,Annette,,Frederiksberg,55.67549,12.55265,Entire home/apt,862,3,95,2019-10-08,0.93,1,72
239637,Cozy top floor apt. in hip Nørrebro,1214451,Tue Rye,,Nrrebro,55.6974,12.54019,Entire home/apt,652,2,4,2015-08-06,0.07,1,0
239705,Quiet and cosy - breakfast incl! ,1256726,Ellen-Marie,,Nrrebro,55.70635,12.55665,Private room,387,2,156,2020-02-02,1.54,1,117
239818,Clean & Cozy room in Copenhagen,1254727,Christina,,Amager Vest,55.66272,12.59515,Private room,441,2,51,2014-07-24,0.50,1,0
240802,Copenhagen big top floor apartment,1263184,Mette,,Nrrebro,55.69033,12.56241,Entire home/apt,1195,2,5,2019-06-29,0.05,1,263
248129,Comforts of home in Copenhagen,1300502,Scott,,Valby,55.66433,12.4864,Entire home/apt,794,5,18,2019-05-03,0.18,1,184
250201,Lovely apartment in Copenhagen,1310948,Tilde,,Vesterbro-Kongens Enghave,55.6672,12.557,Entire home/apt,672,3,17,2013-06-30,0.17,1,0
257639,Nice house with garden - Copenhagen,1355859,Kristina,,Valby,55.65701,12.48066,Entire home/apt,747,5,7,2015-07-31,0.07,1,0
258430,Private Room in Copenhagen SV,268171,Rouslan,,Vesterbro-Kongens Enghave,55.64608,12.52721,Private room,251,2,276,2020-01-10,6.34,3,184
258670,Large Family Flat in Copenhagen - Nordic Style,848166,Mikael,,Frederiksberg,55.68765,12.52779,Entire home/apt,937,2,109,2019-10-07,1.08,1,52
259354,Modern flat in central Copenhagen,1361413,Silas,,Nrrebro,55.69211,12.55892,Entire home/apt,699,45,5,2016-09-11,0.11,1,0
260657,"Beautiful, centrally located apart",1268134,Grith,,Frederiksberg,55.67425,12.55198,Entire home/apt,1120,3,66,2019-08-12,0.67,1,34
262961,"Artistic,Big,Cozy&Delight 192m2 in center Nørrebro",1379904,Nina,,Nrrebro,55.69042,12.56096,Entire home/apt,1487,5,28,2019-08-01,0.28,2,96
263036,Bright flat in central location,1232471,Anita,,Nrrebro,55.69004,12.54424,Entire home/apt,815,3,18,2019-06-17,0.18,1,83
264220, MY HOME  IN  FANTASTIC COPENHAGEN,1386103,Angelina,,Amager st,55.66118,12.60474,Shared room,2261,2,4,2015-05-29,0.05,6,365
266547,Bright loft apartment with 3 balconies,1397851,Caroline,,Nrrebro,55.6946,12.55128,Entire home/apt,1249,6,0,,,1,0
268089,City Room,1405285,Nikolaj Egelund,,Indre By,55.68234,12.56497,Private room,788,2,2,2020-01-21,0.24,1,116
273370,Apartment in the best of Copenhagen,1430271,Rolf Og Lea,,Nrrebro,55.69628,12.55069,Entire home/apt,441,4,4,2019-01-12,0.27,1,0
279685,Newyorker apartment in central CPH?,1458132,Pernille,,Vesterbro-Kongens Enghave,55.6701,12.54216,Entire home/apt,883,30,13,2018-06-20,0.14,1,179
279724,"Cozy 2 room apt. in Nørrebro, CPH",1458504,Eva,,Nrrebro,55.69862,12.55194,Entire home/apt,502,4,32,2017-10-03,0.32,1,0
287737,The BEST of C-O-P-E-N-H-A-G-E-N!,1494596,Frederik,,Nrrebro,55.69736,12.54761,Entire home/apt,564,2,57,2017-11-26,0.60,1,0
290446,"Downtown cosy, spacious apartment. Great location",1504925,Kurt,,Vesterbro-Kongens Enghave,55.6714,12.55741,Entire home/apt,1501,3,29,2019-10-03,0.31,1,364
300482,Cozy apartment near the center,1517376,Lene,,Amager Vest,55.66456,12.59676,Entire home/apt,747,4,3,2019-07-31,0.10,2,0
302659,2 rooms close to both city and sea,1558474,Soren,,Amager st,55.66412,12.60994,Entire home/apt,631,2,17,2020-01-01,0.98,1,0
304278,Bright penthouse - great with kids!,1565799,Mikkel,,Nrrebro,55.69341,12.54452,Entire home/apt,849,4,37,2019-10-18,0.39,1,31
309552,"Central, bright apartment w/balcony",1591763,Nynne,,Vesterbro-Kongens Enghave,55.66648,12.55368,Entire home/apt,699,5,45,2018-08-09,0.48,1,0
312803,Visit wonderful Copenhagen as a lokal,1608326,Karin Munkholm,,Vesterbro-Kongens Enghave,55.67068,12.5441,Entire home/apt,1324,2,53,2019-10-21,0.57,1,41
313003,130m2 scandinavian designed apt. prime location,1606895,Alexandra,,Indre By,55.68431,12.56436,Entire home/apt,3402,2,23,2018-08-23,0.23,1,363
313237,Nice big apartment in Copenhagen,422780,Sanne,,Valby,55.66563,12.50449,Entire home/apt,849,5,61,2019-08-03,0.64,2,113
313736,Family Friendly Oasis with Style,1612733,Runa,,Brnshj-Husum,55.70018,12.50138,Entire home/apt,665,14,14,2019-12-18,0.17,1,198
318437,Happy Heart Copenhagen great location Nørrebro,1634152,Ditti,,Nrrebro,55.69268,12.55486,Private room,380,3,63,2019-09-27,1.19,1,0
319739,Old cosy apartment in the middle of Vesterbro,1498205,Sissel,,Vesterbro-Kongens Enghave,55.67033,12.55015,Entire home/apt,747,5,9,2019-12-29,0.26,1,41
327286,Room with Royal view in Copenhagen,1145959,Bella,,Indre By,55.68692,12.59136,Private room,679,2,37,2019-08-11,0.39,1,167
327621,"Familyfriendly apartment in central, cosy area",1660049,Louise,,Nrrebro,55.68849,12.56033,Entire home/apt,849,5,9,2018-07-15,0.26,1,0
328179,Cosy room + 2 Bikes,224194,Karolina,,Frederiksberg,55.67452,12.5169,Private room,448,2,10,2014-11-17,0.15,2,0
330243,5 min from city center and canals,1566365,Oliver,,Indre By,55.67555,12.59908,Entire home/apt,822,3,19,2020-01-31,0.20,1,64
330915,Lovely room - in the heart of CPH!,799887,Bente,,Vesterbro-Kongens Enghave,55.67365,12.55581,Private room,360,1,634,2020-02-13,6.55,2,50
331236,The Heart of Copenhagen !,1689175,Gerard,,Indre By,55.68093,12.55944,Entire home/apt,1161,4,20,2019-07-23,0.29,1,3
334127,Cozy living Copenhagen V - Midpoint,1702034,Mette,,Vesterbro-Kongens Enghave,55.6692,12.55777,Entire home/apt,998,3,112,2020-01-01,1.18,1,148
337574,Cool Charming 2Storey rear Building,1715498,Jan & Rikke,,Vesterbro-Kongens Enghave,55.67139,12.55342,Entire home/apt,801,5,10,2017-01-04,0.10,1,0
338928,Design apt in hip Nørrebro - 2BR,113348,Samy,,Nrrebro,55.69238,12.54775,Entire home/apt,557,2,72,2020-02-12,0.77,1,1
338992,Room with a view over the lakes,799887,Bente,,Vesterbro-Kongens Enghave,55.67365,12.55581,Private room,401,1,393,2020-02-10,4.06,2,46
339126,Beautiful place in hip Vesterbro,1589153,Michael & Bille Max,,Vesterbro-Kongens Enghave,55.67162,12.54726,Entire home/apt,1453,3,48,2019-10-27,0.51,1,17
339139,"Lux. Room near Airport,Bella C, Metro & Citycenter",1722025,Annette,,Amager Vest,55.63447,12.58868,Private room,387,3,110,2020-02-06,1.15,2,226
339245,Super cozy studio right in the center!,822415,Laerke,,Vesterbro-Kongens Enghave,55.6711,12.54539,Entire home/apt,448,1,9,2017-02-27,0.10,1,0
341822,Top coziness - in the heart of Cph!,1734238,Ma,,Indre By,55.6802,12.57305,Entire home/apt,951,2,192,2020-02-09,1.97,1,250
343137,Childfriendly penthouse with private terrace,1741097,Josephine & Michel,,Frederiksberg,55.6773,12.5469,Entire home/apt,1718,3,24,2019-07-10,0.25,1,354
345187,The Orange Room (modern city life),1750722,Rasmus,,Amager st,55.66697,12.60166,Private room,496,3,224,2020-02-11,2.30,1,100
346877,Stunning apartment in heart of CPH,973643,Lars Flindt,,Indre By,55.68632,12.58063,Entire home/apt,998,3,3,2017-08-27,0.04,1,38
348018,Lovely penthouse in hip Nørrebro ,839884,Lars,,Nrrebro,55.6879,12.54608,Entire home/apt,1501,4,28,2015-12-02,0.34,1,0
352077,Sunny with habour view and terrasse,1783285,Ghazaleh,,Vesterbro-Kongens Enghave,55.65015,12.55016,Entire home/apt,611,1,9,2016-10-03,0.16,1,0
353025,Spetacular 1200 SF PENTHOUSE with ROOF TERRACE,1787824,Steven&Family,,Nrrebro,55.69284,12.54076,Entire home/apt,1141,1,65,2019-09-02,0.68,4,218
355841,Beautiful spacious apartment ,969340,Thomas & Karina,,Frederiksberg,55.68083,12.53672,Entire home/apt,747,4,17,2018-08-26,0.21,1,0
356861,Sunny and Stylish very close to center and metro,1744067,Helene Hvass,,Amager Vest,55.66582,12.59675,Entire home/apt,998,3,67,2019-09-16,0.70,1,47
360501,Comfortable Bed & Bikes (The Room),150042,Natashja,,Nrrebro,55.70001,12.54819,Private room,652,3,47,2018-12-02,0.49,2,26
362318,In the center of trendy Noerrebro.,1831052,Pernille Hartvig,,Nrrebro,55.68922,12.55646,Entire home/apt,536,2,77,2020-02-21,0.81,1,7
362647,COZY FAMILY-FRIENDLY APARTMENT,1803576,Lars,,Amager st,55.66562,12.61679,Private room,258,3,6,2017-04-12,0.06,1,0
363722,Room in the Heart of Copenhagen,1756143,J.,,Frederiksberg,55.68424,12.55468,Private room,482,3,82,2017-07-10,0.87,2,241
369967,Really cozy apartment with 2 bikes,1857021,Julie,,Frederiksberg,55.68733,12.53734,Entire home/apt,693,4,270,2020-02-16,2.81,1,123
371797,Apt. with hip central location,1872317,Rikke,,Nrrebro,55.691,12.54495,Entire home/apt,747,3,18,2019-09-24,0.23,1,0
373261,A true CPH apartment - Wonderful :),1582689,Ann-Sofie,,Nrrebro,55.70056,12.54628,Entire home/apt,652,1,77,2019-08-18,0.83,1,107
373871,Charming House - 5 km.to CPH Center,1881149,Jacob,,Amager Vest,55.64119,12.60461,Entire home/apt,944,6,11,2019-07-22,0.12,1,73
380449,Cosy aprtment downtown Copenhagen! ,1908655,Jagtar,,Amager Vest,55.66312,12.59964,Entire home/apt,550,1,1,2016-03-20,0.02,1,0
383749,Danish artist and architects home,1885333,Maya,,Nrrebro,55.69557,12.55026,Entire home/apt,1052,1,59,2019-11-11,0.63,1,286
384198,15 minutes from Downtown,1923511,Jan & Pia,,Valby,55.66789,12.49982,Private room,251,2,12,2015-07-01,0.13,1,0
391238,Beautiful and spacious villa,1956400,Peter And Pia,,Amager st,55.64452,12.62207,Entire home/apt,1793,3,69,2019-08-25,0.74,1,112
391758,Spacious Family Retreat at Nørrebro,1959010,Marius,,Nrrebro,55.70102,12.54453,Entire home/apt,645,2,83,2019-12-23,0.86,1,0
395154,In the ♥ of Copenhagen habour area,748960,Heidi Borg,,Indre By,55.69731,12.59001,Entire home/apt,598,5,12,2019-12-23,0.13,1,0
396350,House built in 2018,1980588,Ann,,Valby,55.64964,12.49823,Entire home/apt,1901,5,0,,,1,46
400379,Lys og rummelighed på Vesterbro,1992968,Lasse,,Vesterbro-Kongens Enghave,55.66765,12.54689,Entire home/apt,550,1,0,,,1,0
401478,Big & Beautiful apt by the lakes,2003955,Jesper,,Nrrebro,55.68779,12.56324,Entire home/apt,998,3,23,2017-11-22,0.24,1,0
401665,Lovely bright apartment with view,2004938,Birgitte,,sterbro,55.70025,12.58499,Entire home/apt,550,4,40,2019-10-21,0.50,1,204
408181,Lovely luxury place in trendy Vesterbro,2019827,Louise,,Vesterbro-Kongens Enghave,55.66642,12.55818,Entire home/apt,1799,7,0,,,1,0
409625,Small Penthouse with balcony.,2038200,Lars,,Nrrebro,55.687,12.55924,Entire home/apt,625,3,73,2019-04-20,0.76,2,0
410215,Comfortable Townhouse in Copenhagen,2042216,Niels,,sterbro,55.71083,12.55696,Entire home/apt,1419,3,8,2016-05-09,0.08,1,52
411033,90 m2 apartment in trendy area,1517464,Trine,,Nrrebro,55.69323,12.54288,Entire home/apt,699,2,42,2019-12-31,0.50,1,71
411203,Family-friendly converted loft,2014913,Lara,,Vesterbro-Kongens Enghave,55.66603,12.55609,Entire home/apt,801,5,19,2019-02-19,0.21,1,0
411810,Perfect location & newly renovated- Long term rent,2049575,Mia,,Indre By,55.68616,12.58701,Entire home/apt,598,30,48,2019-12-23,0.50,1,213
416104,Superior appartment in Copenhagen,2046115,Mikkel,,Vesterbro-Kongens Enghave,55.66595,12.55637,Private room,713,9,0,,,1,0
421110,"Family friendly, quiet area and close to Metro",2094311,Kathrine Forsberg,,Frederiksberg,55.68013,12.52179,Entire home/apt,815,3,43,2019-10-18,0.46,1,0
423304,Huge apartment in trendy Nørrebro ♥,446195,Nicolai,,Nrrebro,55.69649,12.5475,Entire home/apt,890,3,29,2015-10-31,0.31,1,119
425631,beautiful and bright CPH apartment,916779,Vivian,,sterbro,55.70937,12.5788,Entire home/apt,1202,3,9,2019-06-10,0.10,3,151
425895,"cozy, atmospheric and inviting home",1780283,Marianne,,Nrrebro,55.69873,12.55127,Entire home/apt,448,4,47,2019-07-31,0.50,1,0
429897,Queens Palace in City Center,2137064,Kristina,,Indre By,55.68611,12.58965,Entire home/apt,1501,2,90,2019-12-08,0.95,1,255
432409,Copenhagen town house apartment,2150016,Gro,,Indre By,55.6819,12.57419,Entire home/apt,788,3,17,2019-10-15,0.21,1,88
434490,Hip and cozy at inner Norrebro,2159053,Maria,,Nrrebro,55.69119,12.55959,Entire home/apt,550,4,12,2017-08-23,0.13,1,0
435540,Fantastic location in Nørrebro!,2162689,Dorte Maria,,Nrrebro,55.69463,12.5435,Entire home/apt,1073,2,9,2016-08-04,0.13,1,0
438172,Luxury 2story penthouse Vesterbro,117453,Sofie & Kasper,,Vesterbro-Kongens Enghave,55.66555,12.54947,Entire home/apt,672,3,19,2019-01-01,0.20,1,0
441639,Big balcony and central to CPH city,2125659,Sanne,,Valby,55.66392,12.51909,Entire home/apt,788,2,61,2018-10-17,0.65,1,0
441719,Spacious flat in flavorful neighbh.,2191358,Olga,,Nrrebro,55.68995,12.55824,Entire home/apt,1249,3,20,2020-02-12,0.22,1,170
441763,Great Family Apartment,2005060,Anders,,Nrrebro,55.69263,12.5629,Entire home/apt,849,3,32,2019-10-20,0.38,1,0
443470,Bright & spacious apartment in CPH,1556571,Jacob,,sterbro,55.70276,12.58831,Entire home/apt,1501,2,36,2020-01-02,0.39,1,0
443684,"Penthouse, 4-5 rooms + 5 balconies",2204282,Sidsel,,Nrrebro,55.70381,12.54826,Entire home/apt,1867,1,431,2020-01-19,4.58,1,41
444974,Penthouse apartment w. roof terrace,2210927,Henrik,,Frederiksberg,55.6706,12.53718,Entire home/apt,1019,5,6,2019-02-21,0.06,1,68
454064,MODERN apt. with roof terrace-City,2255979,Renny,,Vesterbro-Kongens Enghave,55.6476,12.548,Entire home/apt,2234,2,53,2019-07-30,0.65,1,303
454605,Copenhagen central - january 3-18,2258629,Morten,,Nrrebro,55.68759,12.55931,Entire home/apt,998,7,20,2019-12-29,0.34,1,50
455191,Town house in heart of Copenhagen,1784959,Berit,,sterbro,55.71466,12.57367,Entire home/apt,1602,5,16,2019-08-15,0.22,1,211
456207,Spacious charming Apart. In vibrant Nørrebro,1735471,Jeppe,,Nrrebro,55.69926,12.53727,Entire home/apt,699,3,11,2019-10-19,0.19,1,11
456771,2 beautiful and bright CPH rooms,916779,Vivian,,sterbro,55.70975,12.577,Private room,598,3,21,2020-01-05,0.23,3,152
456776,Beautiful and bright CPH room,916779,Vivian,,sterbro,55.70637,12.58015,Private room,401,3,229,2020-02-01,2.43,3,154
458943,"Charming apartment, in Copenhagens heart",2281822,Sasia,,Indre By,55.6836,12.5652,Entire home/apt,998,3,28,2019-08-26,0.30,1,65
459719,Townhouse in central Copenhagen (Only 5* ratings),2189856,Thomas,,Frederiksberg,55.68169,12.53521,Entire home/apt,1765,3,10,2019-08-03,0.18,1,357
460453,Modern & Creative app. in 2 floors in Copenhagen V,2289329,Katja,,Vesterbro-Kongens Enghave,55.6674,12.55082,Entire home/apt,808,4,18,2020-01-05,0.22,1,94
462293,Grand flat in wonderful Copenhagen,165326,Annemette,,Frederiksberg,55.67759,12.53909,Entire home/apt,1297,90,1,2012-08-04,0.01,2,0
462858,Charming top-floor home with sunny balcony,1617688,Lasse,,Nrrebro,55.69282,12.54624,Entire home/apt,557,4,122,2019-09-06,1.31,1,0
463891,First floor of villa great for fam (up to 6 pers),2304800,Anna,,Vanlse,55.69152,12.51346,Entire home/apt,1012,4,1,2016-06-08,0.02,1,0
463915,A 10-minute walk from it all,1722393,Laura,,Vesterbro-Kongens Enghave,55.66664,12.55707,Entire home/apt,815,2,74,2019-08-01,0.78,1,0
464413,Luxury Center City Apt w. Balcony,2307381,Alexander,,Indre By,55.6773,12.57464,Entire home/apt,1297,1,39,2019-09-09,0.48,1,0
468809,Copenhagen central trendy Vesterbro,2247358,Tine,,Vesterbro-Kongens Enghave,55.6675,12.54696,Entire home/apt,862,5,16,2020-01-01,0.23,2,99
469117,Cosy apartment in central Vesterbro,2248569,Ida,,Vesterbro-Kongens Enghave,55.66984,12.54866,Entire home/apt,652,3,52,2019-12-08,0.56,1,0
472354,Entire home in lovely neighborhood_NEW PRICE!,2342538,Brian,,sterbro,55.70427,12.58584,Entire home/apt,394,28,1,2014-01-05,0.01,1,0
473511,Beautiful 5 room apartment,2347661,Morten,,sterbro,55.71408,12.57143,Entire home/apt,822,2,55,2019-12-25,0.82,2,88
476693,Balcony by the lakes of Copenhagen,2362868,Siri,,Nrrebro,55.69226,12.56703,Entire home/apt,801,1,4,2015-08-16,0.04,1,0
477616,Nice apartment in trendy Nørrebro ,2367008,Milan,,Nrrebro,55.68681,12.55953,Entire home/apt,652,1,62,2019-10-28,0.67,1,0
477800,Beautiful family friendly apartment at Østerbro,2352509,Anders,,sterbro,55.69819,12.57969,Entire home/apt,998,4,29,2019-08-09,0.31,1,0
480083,COZY flat centrally LOCATED in Cph.,2377798,Linni Rita,,Nrrebro,55.68908,12.54695,Entire home/apt,475,4,14,2017-07-05,0.18,1,0
483008,Bright spacious apartment,1917273,Steffen,,Nrrebro,55.69914,12.54843,Entire home/apt,747,2,32,2019-10-09,0.36,1,0
485211,Charming house in Copenhagen,2390256,Ole Emmik,,Valby,55.66497,12.50201,Entire home/apt,971,5,31,2018-08-27,0.34,1,227
487549,Charming Apartment Copenhagen,2412622,Maj,,Vesterbro-Kongens Enghave,55.66995,12.53977,Entire home/apt,1019,4,0,,,1,243
488027,"Near beach, airport & city center ",2380456,Helle,,Amager st,55.65163,12.61286,Entire home/apt,550,4,4,2014-11-17,0.04,1,0
489151,Nyhavn: In the heart of Copenhagen,2419712,Mark,,Indre By,55.67876,12.59081,Entire home/apt,1195,4,27,2019-07-13,0.29,1,1
489563,Central apartment at top floor,167123,Morten B.,,Amager st,55.66791,12.59909,Entire home/apt,849,4,128,2020-01-30,1.35,1,283
489653,Cosy apt in vibrant neighborhood,2399319,Thomas,,Nrrebro,55.69117,12.54582,Entire home/apt,815,3,11,2018-10-18,0.12,1,0
491238,Bright and sunny penthouse apt.,2341635,Andreas,,Nrrebro,55.69025,12.55396,Entire home/apt,1161,7,100,2019-04-23,1.09,1,88
494801,Very nice place in central Copenhag,2444598,Katrine,,Nrrebro,55.69894,12.54615,Entire home/apt,998,3,5,2016-10-30,0.07,1,173
495934,Fantastic villa in wonderful CPH,2449236,Morten Sønderby,,Valby,55.66457,12.49643,Entire home/apt,2682,6,30,2019-10-10,0.45,1,145
497490,Bright family friendly apartment near everything,2456049,Susanne & Kasper,,Vesterbro-Kongens Enghave,55.67279,12.55987,Entire home/apt,1297,2,106,2020-01-02,1.14,1,164
500018,Amazing location by Island Brygge!,2465238,Josephine,,Amager Vest,55.66406,12.57825,Entire home/apt,937,3,60,2019-09-01,0.64,1,0
500530,"Bright, Charming, and Danish Design",2426281,Christian,,sterbro,55.70128,12.58901,Entire home/apt,998,5,7,2016-06-03,0.09,1,0
501253,Charming apartment in Copenhagen,2276747,Jesper,,Indre By,55.68396,12.56636,Entire home/apt,747,3,281,2018-12-16,3.00,1,0
503631,Apartment in the heart of Copenhagen with lakeview,2482360,Mads,,Indre By,55.69054,12.57163,Entire home/apt,849,2,1,2019-07-22,0.13,1,51
